TV;Radio;Social Media;Influencer;Sales
29;4.952.167.506;0.015178191;Macro;1.049.023.676
43;1.640.090.079;5.537.219.727;Nano;1.511.494.622
92;3.330.626.217;5.365.256.008;Macro;3.321.394.819
87;2.297.221.688;0.569872983;Nano;3.064.455.341
74;197.537.397;4.996.981.078;Macro;2.578.633.264
83;2.962.779.345;4.967.052.169;Micro;2.965.404.942
18;1.296.311.522;0.910273486;Macro;6.670.886.844
40;1.844.826.657;2.240.236.875;Mega;1.416.144.208
47;1.760.586.851;2.785.139.037;Macro;1.633.526.701
100;3.508.319.587;6.750.893.552;Mega;3.531.287.078
22;1.220.577.282;0.209628861;Macro;8.287.350.391
22;4.631.875.016;1.714.052.811;Micro;781.091.351
97;3.281.499.473;6.469.135.436;Mega;3.471.460.055
59;1.873.693.928;4.166.428.183;Nano;2.106.886.426
34;6.288.521.566;0.784940388;Mega;118.717.563
78;2.718.067.734;3.462.775.387;Mega;2.760.140.254
44;1.379.194.397;4.325.957.086;Macro;155.787.445
20;1.291.275.537;0.141228007;Micro;6.620.189.021
22;8.539.958.592;1.726.208.762;Micro;8.124.394.386
56;1.241.464.256;0.67122054;Nano;1.965.945.084
81;3.246.276.288;7.394.593.343;Micro;2.824.714.683
34;1.441.990.991;3.449.966.023;Micro;1.199.675.456
25;14.394.043;0.476601268;Mega;9.093.193.458
95;3.079.811.267;4.432.037.098;Macro;3.381.495.517
57;1.127.077.509;0.489079881;Nano;2.023.643.006
99;3.033.118.132;6.874.902.604;Micro;349.063.226
78;2.671.815.053;3.363.133.607;Mega;2.792.291.959
42;3.554.830.199;0.175409196;Nano;1.477.748.273
16;1.411.605.382;2.421.047.312;Micro;5.611.037.488
77;2.685.928.418;4.954.590.412;Macro;2.745.720.105
24;1.290.902.808;4.127.052.774;Macro;8.423.062.597
28;6.029.834.723;4.226.553.307;Mega;9.539.293.351
34;1.654.897.865;2.507.602.578;Micro;1.181.257.389
10;3.795.386.859;0.08705152;Mega;3.377.579.231
84;2.184.650.885;1.464.674.884;Macro;3.033.009.791
25;1.014.884.347;4.178.689.225;Nano;908.262.619
71;9.960.783.911;0.563444389;Mega;2.558.479.365
13;754.871.986;0.881171591;Nano;4.600.775.135
26;1.143.091.748;1.637.087.299;Nano;9.122.124.236
96;2.705.157.984;2.847.943.087;Nano;3.396.879.601
16;2.181.141.862;0.316356235;Nano;5.618.992.373
59;1.835.068.386;1.831.142.407;Micro;2.142.691.154
37;1.837.349.871;4.085.720.398;Mega;1.362.090.591
12;1.578.916.632;4.637.683.176;Nano;417.006.822
86;405.572.006;3.490.643.013;Micro;3.078.322.326
68;1.875.119.331;4.596.953.264;Micro;2.452.377.744
89;257.252.168;2.967.397.866;Micro;3.170.033.014
16;0.364453104;0.471870511;Micro;5.676.894.157
52;1.822.775.097;146.423.568;Macro;1.844.052.178
21;1.214.047.899;2.424.122.986;Mega;7.512.890.956
80;2.165.921.915;0.185140718;Micro;2.838.539.032
93;3.344.612.465;6.737.926.736;Macro;3.307.683.247
36;1.174.323.228;1.380.873.108;Mega;1.301.052.305
96;3.257.632.596;4.849.638.451;Nano;343.006.536
73;1.918.375.248;3.345.825.344;Mega;2.622.812.906
80;2.650.857.047;0.441110839;Mega;2.849.354.724
68;1.730.522.246;3.579.885.761;Micro;2.413.253.526
87;262.868.629;1.777.654.087;Nano;3.073.900.957
66;2.043.830.433;2.097.019.822;Nano;2.361.587.125
64;2.223.688.421;539.787.857;Mega;2.250.827.009
94;2.744.276.637;2.375.615.308;Micro;336.004.897
84;3.475.985.708;7.786.331.165;Micro;301.566.465
61;1.981.327.192;0.733182064;Mega;2.173.399.513
69;1.614.051.524;3.698.544.745;Micro;2.464.092.004
94;2.763.922.592;3.796.985.953;Nano;3.369.047.215
42;1.376.651.754;1.667.909.691;Macro;1.493.342.017
32;8.307.830.874;3.835.013.023;Micro;112.929.838
18;2.448.425.958;5.258.960.389;Macro;6.491.713.396
96;3.324.653.379;3.953.012.517;Macro;343.302.666
89;2.086.981.195;7.882.758.146;Nano;3.115.458.763
53;2.122.223.249;397.683.231;Micro;1.866.132.475
62;1.368.365.047;2.722.705.333;Micro;2.236.224.376
85;3.211.478.337;6.307.491.644;Nano;3.045.559.203
100;2.961.090.382;4.297.266.947;Mega;3.554.113.311
28;1.344.187.653;5.166.034.391;Nano;1.012.131.872
50;2.229.554.389;2.821.388.736;Nano;176.294.088
26;1.027.052.279;1.711.637.177;Mega;967.886.356
40;5.283.799.574;0.056516876;Nano;1.371.191.055
22;1.186.861.071;0.222563672;Macro;7.882.271.742
39;2.175.233.897;6.362.993.293;Nano;1.395.289.455
97;3.972.720.142;5.700.071.103;Micro;3.454.002.424
15;1.165.346.233;0.4192589;Nano;576.272.184
42;6.574.754.043;1.906.421.473;Mega;1.464.444.888
60;2.991.466.827;7.566.088.234;Macro;213.232.032
39;1.688.059.995;4.300.450.043;Mega;1.345.819.911
59;2.173.227.479;1.164.412.348;Nano;2.135.462.203
13;1.785.753.879;1.150.818.911;Macro;4.424.211.889
85;2.631.262.933;3.527.462.273;Mega;3.012.905.938
93;1.497.152.964;4.950.837.638;Nano;3.301.523.834
39;1.977.258.376;1.932.404.713;Nano;1.338.829.994
24;1.557.823.282;0.613989803;Macro;7.867.476.945
40;6.840.434.393;221.127.782;Micro;1.411.148.856
94;3.074.081.606;1.325.993.613;Micro;3.355.279.533
29;8.594.467.237;6.259.991.431;Macro;1.052.733
75;2.321.583.157;2.823.404.512;Macro;2.671.082.037
85;3.088.592.551;2.762.634.911;Macro;2.971.210.103
51;1.557.082.643;4.419.476.769;Mega;1.813.659.079
37;1.622.896.033;1.856.518.043;Nano;1.365.731.341
18;1.061.128.089;2.088.636.201;Nano;6.496.739.545
13;1.132.159.663;2.182.918.919;Mega;4.456.330.667
90;2.989.162.818;7.445.374.733;Macro;3.160.227.054
38;1.062.808.317;4.223.887.377;Nano;1.369.299.956
89;3.134.456.883;5.531.733.764;Micro;3.138.384.574
26;4.561.389.512;1.791.092.844;Micro;9.085.086.418
92;3.109.859.014;5.451.928.941;Mega;3.282.091.588
60;1.956.382.452;3.911.593.076;Mega;2.138.418.717
67;1.584.387.923;0.274847731;Micro;2.429.322.355
91;2.930.289.498;2.054.143.187;Mega;3.242.025.999
15;3.367.646.768;0.817346265;Micro;5.282.900.074
82;279.477.843;2.390.363.872;Mega;2.935.809.716
51;1.296.221.782;1.307.508.427;Micro;18.202.879
53;2.425.593.991;3.567.089.593;Micro;1.887.849.519
47;1.150.318.371;2.519.338.224;Nano;1.623.156.135
34;109.248.179;2.761.077.651;Nano;1.204.480.819
70;278.250.589;7.517.227.186;Mega;2.518.373.844
85;2.207.045.663;0.558257155;Mega;302.918.988
53;1.578.634.705;1.018.862.371;Macro;1.930.239.206
57;1.693.276.889;0.570012164;Mega;205.320.967
93;2.705.446.611;5.748.857.069;Micro;3.286.740.039
52;1.952.140.396;5.296.023.403;Macro;1.880.374.706
92;3.033.052.366;6.592.402.221;Macro;3.295.506.473
25;1.033.219.793;1.864.729.703;Macro;8.580.145.956
83;2.374.402.735;3.853.397.609;Macro;2.981.843.017
12;8.674.406.942;276.024.852;Mega;4.218.848.212
58;1.931.265.786;7.152.376.619;Macro;2.058.501.613
84;2.552.112.396;6.982.196.583;Micro;3.039.417.894
49;111.856.596;1.117.540.683;Nano;174.947.983
17;5.915.589.549;3.679.589.765;Nano;5.735.429.218
58;1.439.177.935;1.226.266.329;Micro;2.076.955.665
46;128.045.883;0.403183606;Macro;1.629.168.273
49;1.401.663.901;0.804732595;Mega;1.786.016.611
86;2.411.731.486;7.885.150.229;Micro;2.974.179.838
82;3.127.216.356;7.156.201.274;Mega;2.928.000.064
46;1.633.680.868;2.608.252.956;Nano;1.641.198.541
43;1.518.856.944;0.760136913;Macro;1.536.034.143
45;1.952.113.112;5.018.550.323;Mega;1.596.395.752
39;9.711.793.355;4.085.503.675;Micro;1.362.617
46;1.828.916.702;3.367.685.945;Nano;162.761.069
19;1.130.005.574;1.951.961.716;Mega;6.692.974.218
61;2.073.115.242;260.083.973;Macro;2.192.762.729
87;2.893.984.477;4.558.251.395;Micro;3.091.159.827
93;2.924.109.161;3.030.024.575;Micro;3.285.450.716
100;3.315.180.841;5.473.668.013;Nano;3.520.316.527
79;24.182.637;8.112.998.598;Macro;2.820.068.578
60;1.907.589.515;0.028584966;Micro;2.158.630.212
84;2.913.806.872;447.779.358;Mega;2.948.365.076
58;1.386.884.055;0.415369459;Mega;2.082.141.876
58;2.103.563.703;2.676.063.422;Nano;2.011.306.345
77;2.414.322.754;6.439.212.757;Micro;2.721.369.614
22;2.143.675.371;2.392.674.334;Nano;7.544.740.193
95;3.089.825.295;479.585.416;Macro;3.401.787.683
55;1.381.363.025;3.245.540.816;Mega;1.938.410.802
40;8.398.906.234;1.465.690.951;Mega;1.460.624.753
28;121.401.328;5.189.186.344;Macro;1.051.757.641
50;1.621.666.237;4.527.337.829;Macro;176.198.368
30;0.559364137;0.865257524;Macro;1.040.141.267
22;1.265.418.479;1.185.976.057;Macro;7.851.737.028
60;156.542.643;1.535.037.337;Micro;2.130.470.224
77;2.755.608.572;7.176.764.184;Mega;2.741.111.902
12;1.393.826.554;0.411806407;Nano;4.362.627.014
30;4.448.543.912;1.895.344.267;Macro;1.029.688.972
79;2.362.769.699;4.313.288.112;Micro;28.323.928
15;361.889.035;0.424484925;Micro;5.713.208.846
94;2.834.632.962;2.769.185.314;Macro;3.410.961.459
46;1.419.276.133;5.080.543.358;Micro;1.668.532.012
34;5.781.911.269;2.625.228.759;Mega;1.236.854.906
74;1.685.524.707;4.161.090.186;Mega;2.664.905.429
92;2.681.404.542;4.200.575.594;Macro;3.241.613.788
30;823.299.153;0.635691754;Micro;1.060.646.022
88;2.133.298.526;8.327.309.347;Micro;3.184.175.882
91;1.788.186.115;4.934.914.451;Nano;3.273.869.317
83;1.935.093.165;0.759754583;Micro;2.951.684.318
34;4.450.949.726;479.777.927;Micro;1.235.891.212
41;1.741.067.699;3.407.154.022;Mega;1.460.814.648
15;1.768.192.165;2.568.925.254;Macro;5.827.357.746
78;3.640.241.947;5.322.761.087;Macro;2.777.072.998
63;2.508.149.831;2.684.253.156;Micro;2.218.098.717
75;2.737.790.545;6.011.353.686;Macro;261.807.769
48;2.083.411.647;0.539190245;Micro;1.717.390.914
94;3.087.615.447;7.201.351.187;Nano;3.367.465.414
39;8.027.424.156;3.780.097.613;Mega;1.410.870.842
13;9.434.361.981;180.338.467;Micro;4.911.766
42;1.550.442.945;2.861.961.964;Mega;145.797.656
71;1.851.355.605;0.825055868;Mega;2.509.404.408
36;1.441.288.029;3.113.926.336;Mega;1.298.253.781
64;1.892.071.357;32.484.686;Nano;2.304.018.509
99;3.419.292.834;7.824.969.974;Micro;3.571.050.913
95;393.614.212;6.182.300.153;Macro;3.427.787.915
17;0.0430822;1.299.324.106;Micro;6.498.105.749
20;1.133.818.605;3.13E-05;Mega;6.766.681.205
80;2.933.668.376;3.456.429.808;Micro;2.881.780.625
46;1.899.508.544;0.962846607;Macro;1.643.320.454
75;2.014.218.343;576.350.789;Macro;2.652.327.334
15;3.089.352.514;2.609.818.028;Macro;6.144.385.143
63;1.443.895.625;2.954.981.196;Micro;220.228.013
20;1.261.877.735;1.600.792.875;Micro;7.482.778.835
68;2.870.134.242;3.706.080.385;Micro;2.421.359.205
74;2.244.968.986;0.305109692;Nano;263.346.636
11;5.515.064.497;0.767888515;Macro;3.630.549.977
35;7.227.368.592;1.144.932.144;Micro;1.221.256.688
52;1.940.080.063;5.766.919.399;Mega;1.899.818.855
25;9.973.957.511;0.673025333;Mega;8.725.168.606
74;2.119.623.719;2.288.930.782;Nano;2.652.197.984
11;0.460924393;0.258229475;Micro;3.821.640.173
99;3.673.607.325;7.608.349.815;Nano;3.477.546.808
11;5.561.586.305;3.530.209.276;Nano;3.999.208.709
34;7.768.529.884;0.826269553;Nano;1.228.157.616
48;108.228.892;1.350.736.827;Mega;162.161.589
82;3.505.290.297;5.145.975.121;Nano;2.912.396.759
59;1.385.180.397;2.552.071.784;Micro;2.105.865.244
23;2.032.868.017;1.433.139.817;Macro;8.589.262.454
14;0.148676092;2.597.693.107;Micro;5.064.875.812
62;1.494.979.109;0.274450752;Macro;222.741.668
80;3.253.584.218;4.741.996.361;Micro;2.817.446.462
87;3.107.122.783;4.894.238.959;Nano;3.096.609.171
16;1.871.599.257;1.877.711.405;Macro;5.632.163.683
16;0.451244404;353.978.674;Mega;5.601.689.561
96;376.626.967;6.313.926.027;Macro;3.401.496.419
85;3.616.908.593;7.523.611.218;Mega;3.096.662.556
11;6.838.044.063;2.464.856.311;Mega;4.140.970.369
64;2.050.457.042;4.530.971.142;Micro;2.336.303.792
59;3.100.062.729;2.464.132.207;Micro;2.142.389.135
94;2.785.248.821;8.473.494.927;Nano;3.395.852.883
62;2.221.647.118;3.545.499.499;Macro;2.175.085.094
53;1.363.457.957;333.947.268;Mega;1.862.793.658
19;5.455.547.294;1.025.903.363;Nano;6.291.034.074
91;2.662.861.541;4.539.204.096;Macro;3.252.819.772
40;1.789.165.524;4.098.492.828;Mega;143.452.238
71;2.146.999.184;3.220.821.267;Mega;251.221.702
28;5.552.356.016;101.689.872;Micro;1.005.776.591
55;1.686.494.698;4.255.422.961;Micro;1.943.988.008
32;100.151.608;2.074.406.562;Nano;1.119.802.845
77;1.830.862.229;2.517.847.341;Mega;275.529.781
48;1.233.661.999;1.217.325.392;Macro;166.731.075
56;2.440.554.207;6.450.373.512;Mega;197.083.995
81;2.609.919.087;4.351.757.741;Mega;2.890.364.803
40;1.203.495.904;1.471.282.913;Micro;1.394.419.626
59;1.970.210.755;3.903.538.448;Nano;207.092.493
23;2.503.614.918;1.223.212.307;Nano;8.168.934.891
16;2.733.787.211;0.051444257;Macro;5.659.269.981
40;8.210.580.502;0.54506686;Micro;142.494.861
27;140.173.457;2.473.259.935;Macro;9.404.105.463
21;1.057.592.766;1.063.323.097;Nano;7.319.279.004
41;1.392.654.551;2.157.720.387;Micro;1.481.141.293
63;2.323.704.807;5.816.140.203;Micro;2.245.075.055
21;0.220835039;2.792.110.085;Micro;7.489.973.598
52;1.343.002.119;2.656.327.532;Nano;1.844.647.943
18;7.759.492.503;1.463.724.215;Micro;6.634.938.699
81;3.590.697.485;5.440.589.084;Macro;2.913.133.157
14;4.972.625.274;4.905.049.083;Macro;5.275.285.707
73;3.427.032.719;8.062.578.895;Mega;2.625.881.897
34;1.488.677.162;0.899125167;Macro;1.163.272.967
96;3.294.845.025;7.862.944.073;Micro;3.387.906.266
75;2.071.222.956;3.740.164.535;Mega;2.646.358.734
70;2.027.098.613;3.989.554.606;Nano;2.569.743.305
77;2.566.988.236;214.056.622;Micro;2.732.842.738
74;1.546.334.754;2.480.593.239;Nano;263.041.024
31;1.109.229.645;1.840.255.605;Macro;1.113.156.568
12;6.674.845.961;1.986.066.032;Mega;4.156.341.532
32;1.027.783.551;0.773331129;Nano;1.167.699.884
78;2.793.358.042;5.902.596.689;Mega;276.098.803
86;2.640.369.544;3.431.076.806;Macro;3.101.584.229
86;3.325.005.023;100.637.457;Macro;3.044.284.853
68;3.264.512.772;3.405.064.622;Nano;2.425.219.394
29;1.041.405.264;3.798.210.294;Nano;9.942.372.101
41;6.032.826.963;6.145.541.885;Macro;1.465.620.884
83;2.798.792.232;6.066.843.266;Macro;2.925.631.693
28;1.005.191.293;3.716.741.602;Macro;972.436.394
32;1.371.375.994;0.826277105;Micro;1.099.278.558
29;6.059.626.048;2.206.644.363;Mega;106.074.547
77;2.569.736.441;4.354.449.016;Macro;2.736.721.056
85;3.388.151.018;5.708.518.932;Mega;3.036.603.243
35;1.997.502.187;3.222.876.164;Nano;1.215.288.553
40;7.339.996.233;3.690.516.896;Mega;1.405.282.084
52;2.071.245.229;1.629.664.479;Micro;1.830.164.095
89;1.360.007.097;0.016116571;Nano;3.210.786.795
24;9.748.085.525;0.409903698;Macro;8.523.791.476
67;3.362.209.115;6.804.494.005;Mega;2.403.518.467
100;4.508.292.131;4.511.628.276;Mega;3.526.576.951
83;2.687.088.292;3.440.192.694;Nano;2.967.051.267
28;2.110.789.156;3.196.668.702;Nano;1.003.285.109
94;2.865.512.418;7.869.187.058;Nano;3.373.979.752
17;7.002.813.809;0.236655441;Micro;6.424.894.393
19;1.141.121.511;1.302.072.125;Macro;6.621.969.665
89;2.802.612.122;315.244.949;Micro;3.148.862.603
91;3.366.042.024;7.639.596.242;Mega;3.212.657.372
37;1.363.793.372;3.061.267.718;Micro;1.310.178.115
84;3.298.197.831;8.476.182.415;Mega;3.062.431.009
22;2.361.074.628;3.343.804.334;Macro;8.304.290.787
71;2.698.713.859;0.842799647;Mega;2.521.202.089
77;3.077.545.019;3.668.133.786;Micro;2.734.160.805
76;3.427.923.262;7.940.107.984;Macro;2.669.421.863
19;1.143.205.585;3.113.767.187;Mega;6.300.613.477
89;3.820.357.545;6.574.378.925;Mega;3.165.734.832
100;4.283.265.278;3.965.112.831;Micro;3.548.695.459
13;142.755.592;2.329.490.869;Micro;4.898.112.405
25;5.063.017.618;4.328.050.272;Macro;8.590.434.625
91;2.808.005.623;6.062.588.606;Macro;3.223.739.491
34;5.867.787.059;4.071.008.852;Mega;1.196.004.173
96;3.260.250.268;0.539458042;Micro;3.487.751.239
45;2.281.931.349;4.037.226.529;Micro;1.593.737.372
63;2.499.845.725;537.051.983;Micro;2.275.973.666
74;2.952.017.002;2.333.157.382;Nano;2.645.922.333
42;1.464.938.056;0.651575128;Mega;1.504.620.168
45;2.045.089.437;3.342.233.746;Nano;1.580.694.068
31;7.919.849.465;0.075237086;Mega;1.070.381.741
86;2.510.445.361;6.322.648.609;Nano;3.068.107.139
41;1.273.241.353;0.53126965;Macro;1.418.290.708
55;2.010.848.671;2.728.374.334;Mega;195.102.176
29;1.093.594.964;3.063.813.087;Mega;1.012.901.608
87;3.453.602.104;463.217.989;Mega;3.036.989.831
26;1.865.206.124;5.769.453.827;Nano;9.276.007.296
30;105.639.763;2.855.990.067;Micro;1.045.909.045
29;126.626.864;167.420.182;Micro;1.056.008.625
85;2.938.878.187;2.734.049.922;Micro;3.020.600.166
100;4.222.523.217;8.977.117.102;Mega;3.640.797.515
89;3.600.483.653;3.979.359.359;Micro;3.160.502.046
15;7.687.035.542;2.080.461.325;Nano;5.515.072.263
22;4.389.107.232;0.885959352;Micro;778.388.226
75;2.962.144.863;1.026.018.838;Mega;2.644.852.505
30;1.191.600.349;2.576.946.627;Nano;1.023.314.103
55;2.816.663.617;341.311.368;Micro;1.986.552.704
29;4.650.729.125;2.501.837.104;Micro;1.011.857.743
78;3.095.151.095;6.412.862.561;Nano;2.796.650.891
82;3.424.909.651;5.675.424.827;Micro;2.931.490.901
63;2.411.768.874;5.295.901.775;Mega;2.169.048.322
51;1.411.560.036;0.905750074;Micro;1.825.799.489
58;2.844.384.156;6.105.705.139;Nano;2.031.655.666
91;2.551.282.008;5.125.009.083;Mega;3.240.477.099
81;3.138.218.949;7.024.130.677;Macro;2.933.033.144
48;125.319.978;1.825.444.389;Micro;1.713.033.756
99;250.654.369;5.419.793.658;Micro;3.521.588.725
43;171.361.121;3.371.310.994;Mega;1.516.631.466
77;3.605.245.844;5.137.853.745;Mega;277.621.554
69;2.845.307.095;7.099.474.906;Nano;245.189.391
19;795.837.325;2.432.539.852;Micro;6.642.901.384
63;1.503.362.328;1.154.492.729;Nano;2.207.649.727
11;8.231.820.093;1.674.710.688;Micro;370.296.693
28;2.208.500.547;1.329.471.082;Macro;1.041.980.208
49;1.585.805.646;3.969.103.203;Mega;1.731.519.293
52;1.976.318.411;1.198.692.648;Micro;1.878.666.179
70;2.430.970.927;2.404.004.508;Mega;2.491.967.587
17;5.166.331.806;0.210617998;Nano;5.637.026.828
92;3.475.861.536;3.828.845.154;Nano;3.250.568.639
79;2.528.409.682;6.045.621.605;Nano;283.290.895
34;5.491.376.948;2.357.565.194;Nano;1.191.052.967
34;1.137.226.164;2.175.756.469;Micro;1.219.825.001
10;8.830.077.727;4.003.304.387;Micro;3.680.730.812
14;1.828.500.948;4.157.356.826;Micro;4.611.470.398
88;3.400.584.879;599.737;Mega;3.121.070.301
78;2.544.110.996;2.025.284.492;Mega;2.726.232.823
16;3.304.010.476;1.434.938.247;Macro;5.922.385.929
17;3.980.308.621;0.779478748;Nano;6.050.612.149
61;2.522.937.094;3.211.597.629;Mega;2.244.149.321
47;1.804.699.408;1.401.191.326;Macro;1.709.935.242
99;3.672.156.196;7.917.322.224;Nano;3.529.301.142
14;1.222.643.543;2.751.871.742;Macro;517.856.327
31;1.606.043.166;380.506.952;Micro;1.068.833.364
67;183.929.601;1.625.678.012;Micro;2.355.765.291
72;1.126.204.128;5.915.241.648;Mega;2.535.747.934
44;2.463.088.911;0.35714192;Macro;1.592.362.483
39;2.347.193.413;0.588160135;Micro;1.352.616.442
95;3.804.846.725;6.955.765.598;Micro;3.392.934.452
35;1.593.153.303;4.551.268.618;Mega;1.212.424.073
39;1.959.319.699;1.603.298.206;Micro;1.431.275.374
16;5.765.646.389;1.595.524.725;Micro;52.997.255
69;1.866.741.369;4.807.658.808;Mega;246.282.833
65;2.256.391.988;7.395.603.642;Mega;2.322.711.591
52;1.843.202.672;5.483.112.242;Macro;1.781.914.678
30;0.179656032;0.280326002;Nano;1.131.893.779
55;2.084.266.334;3.351.639.207;Mega;1.899.670.241
36;811.996.156;1.225.191.317;Macro;1.309.893.463
55;16.935.831;6.276.924.491;Mega;2.002.692.334
35;3.231.076.691;0.850271175;Nano;1.273.799.299
56;1.613.587.655;65.492.771;Nano;2.042.249.674
80;2.772.147.524;686.624.796;Nano;2.891.924.947
87;3.185.172.567;6.521.062.849;Nano;3.095.367.451
49;1.708.679.602;173.819.839;Micro;1.736.238.541
56;1.137.558.877;0.711758296;Nano;1.994.999.307
54;1.296.108.964;2.336.084.992;Micro;194.573.563
11;1.463.574.417;1.633.269.621;Nano;3.878.418.237
99;3.343.132.208;3.017.408.356;Nano;351.230.812
34;1.169.240.657;0.684877506;Macro;1.201.173.914
63;1.742.100.916;203.807.802;Micro;2.219.271.739
52;1.975.245.225;3.573.207.176;Mega;1.830.676.027
47;2.546.799.432;2.998.558.134;Micro;1.632.057.608
58;1.836.779.222;4.583.140.154;Micro;202.429.526
44;1.528.763.889;4.180.978.812;Mega;1.578.822.087
86;29.093.976;4.849.590.492;Micro;3.060.907.006
84;3.096.446.241;3.763.222.015;Micro;3.016.709.578
72;2.182.794.456;2.858.835.995;Mega;2.616.201.883
43;1.766.419.141;2.728.568.336;Micro;1.580.087.504
83;3.564.092.081;8.930.532.425;Micro;2.946.388.081
15;644.424.657;3.416.422.707;Macro;5.667.415.544
27;6.491.323.673;1.109.301.779;Macro;9.057.569.612
75;2.924.105.443;3.969.112.218;Micro;2.664.656.814
36;1.145.063.644;0.383865663;Mega;1.266.357.645
28;201.486.607;3.254.181.348;Micro;1.007.472.494
62;2.417.106.528;6.347.881.927;Nano;2.173.646.467
69;2.107.949.092;3.125.858.631;Micro;2.468.968.109
58;2.166.817.425;6.615.751.015;Macro;2.060.515.677
28;1.142.209.084;0.986710374;Mega;9.329.172.911
72;2.804.013.276;5.704.482.227;Micro;2.516.252.646
84;2.484.851.521;184.106.861;Micro;3.024.055.182
48;1.481.567.322;2.458.459.238;Nano;170.110.494
32;4.067.835.317;0.958287924;Micro;1.118.023.392
80;2.222.190.231;318.559.577;Micro;2.825.999.619
63;2.070.580.331;3.522.060.728;Macro;2.232.497.053
73;3.035.054.482;5.230.125.086;Nano;2.602.383.199
13;2.584.810.224;0.337156459;Nano;5.053.356.281
53;1.993.695.574;5.788.043.334;Nano;1.825.937.556
